,id,name,colors,Category,Description,price,link
381,DX6306-010,Nike Dri-FIT Flex,BlackStyle,Men's Woven Training Shorts,"Get the most out of your workout in shorts built for dynamic moves. Flexible fabric powered by sweat-wicking technology helps keep you cool and comfortable while side-splits in the hem give you room to lunge and squat. A simple but functional design keeps distractions to a minimum, letting you focus on your training.",1 795,https://www.nike.com/in/t/dri-fit-flex-woven-training-shorts-G7984l/DX6306-010
382,DN4714-504,Los Angeles Lakers Courtside,Field Purple/Amarillo/Field Purple/AmarilloStyle,Men's Nike Dri-FIT NBA Shorts,"Take the court in the breathable comfort of these lightweight Los Angeles Lakers shorts. With squad colours and logo details on a loose-fitting design, they show your team allegiance while letting you move freely as you score baskets.",2 895,https://www.nike.com/in/t/los-angeles-lakers-courtside-dri-fit-nba-shorts-3bzDDx/DN4714-504
383,DH0892-113,Nike Dri-FIT Player,Coconut Milk/Brushed SilverStyle,Men's Striped Golf Polo,"A timeless essential remade for modern golf, the Nike Dri-FIT Player Polo blends the look and feel of a classic polo with the incredible performance of sweat-wicking fabric. Subtle stripes and elevated trim details—like chambray linings and pearlised buttons—finish the look.",3 995,https://www.nike.com/in/t/dri-fit-player-striped-golf-polo-cr4qRz/DH0892-113
384,DO6597-010,Jordan x Zion,BlackStyle,Men's Long-Sleeve T-Shirt,Zion is a super fan of anime and now you can rep his passion on the Jordan x Zion T-Shirt. Flex his favourite show on soft and heavyweight cotton that's perfect from workouts to hangouts.,2 495,https://www.nike.com/in/t/jordan-zion-long-sleeve-t-shirt-mqMhdW/DO6597-010
385,DQ4729-325,Nike Dri-FIT Challenger Run Division,Cargo KhakiStyle,Men's 13cm (approx.) Brief-Lined Running Shorts,"When every run is a competition for more miles, our Challenger Shorts are there to take you through the finish. We tuned the Run Division version to provide smooth support that keeps you comfortable while you strive for a better time.",2 495,https://www.nike.com/in/t/dri-fit-challenger-run-division-13cm-brief-lined-running-shorts-SpRZbb/DQ4729-325
386,DJ3643-010,Nike ACG,BlackStyle,Men's Short-Sleeve T-Shirt,"Loose, roomy, outdoor ready.The Nike ACG T-Shirt keeps things comfy with a graphic repping All Conditions Gear. This product is made from 100% sustainable materials, using a blend of both recycled polyester and organic cotton fibres.The blend is at least 10% recycled fibres or at least 10% organic cotton fibres.",2 195,https://www.nike.com/in/t/acg-short-sleeve-t-shirt-9sHcl3/DJ3643-010
387,DQ6627-706,Nike Dri-FIT Q5,Lemon Chiffon/Blue Whisper/BlackStyle,Men's Short-Sleeve Fitness Top,"This sweat-wicking top helps keep you cool, dry and comfortable through all your workouts—this time with a bold take on the Swoosh logo. It brings that soft, lightweight feel to help you focus on your exercise routine.",2 195,https://www.nike.com/in/t/dri-fit-q5-short-sleeve-fitness-top-ppPw9F/DQ6627-706
388,DR8067-100,Nike Sportswear,WhiteStyle,Men's T-Shirt,"This NSW tee is made with our everyday cotton fabric and a classic fit for a familiar feel straight out of the bag. Our heatwave graphics add a dose of peace, unity and drip to your street-ready style.",1 795,https://www.nike.com/in/t/sportswear-t-shirt-3nrsl1/DR8067-100
389,DR2964-316,Jordan x J Balvin,Jade Aura/Enamel GreenStyle,Men's Shorts,"Your favourite Jordan Brand shorts get a J Balvin remix with UV-reactive screen prints that shift colours when you step out on a sunny day. They're great for warm summer nights, too—saturated with bright colours, they'll stand out from the court to the dance floor.",5 195,https://www.nike.com/in/t/jordan-j-balvin-shorts-6c3Bdt/DR2964-316
390,DX9290-679,Korea 2022/23 Match Home,Global Red/Pepper Red/BlackStyle,Men's Nike Dri-FIT ADV Football Shirt,"Our Match collection pairs authentic design details with lightweight, quick-drying technology to help keep the world's biggest football stars cool and comfortable on the pitch.",7 995,https://www.nike.com/in/t/korea-2022-23-match-home-dri-fit-adv-football-shirt-jfJPXq/DX9290-679
391,CW3669-741,Lakers Icon Edition 2020,Amarillo/Field PurpleStyle,Nike NBA Swingman Jersey,"The Icon Edition jersey represents the franchise's rich heritage and iconic identity, expressed through the team's bold colours. The Nike NBA Icon Edition Swingman Jersey of the Los Angeles Lakers is inspired by what the pros wear. Premium double-knit fabric has a classic jersey construction and a fit that looks good from all angles. This product is made from 100% recycled polyester fibres.",4 995,https://www.nike.com/in/t/lakers-icon-edition-2020-nba-swingman-jersey-Bclg85/CW3669-741
392,DV9320-121,Nike,Summit WhiteStyle,Men's Football T-Shirt,"Our Nike F.C. Tee brings a performance feel out of the stadium. It has the soft sensation you want from a favourite, with graphics honouring the biggest tournament in football.",1 795,https://www.nike.com/in/t/football-t-shirt-RbSS5g/DV9320-121
393,DQ7470-010,Jordan Essential,Black/WhiteStyle,Men's Fleece Shorts,"Gear up in everyday comfort. Made from soft fleece in a relaxed fit, these shorts feature an embroidered Jumpman logo that elevates a heritage style.",2 595,https://www.nike.com/in/t/jordan-essential-fleece-shorts-hTSdnc/DQ7470-010
394,DM4994-010,Nike Sportswear,Black/Washed TealStyle,Men's French Terry Pullover Hoodie,"Rebel against cold, dreary days with the Nike Sportswear Pullover Hoodie. Made from French terry fabric, its versatile warmth is perfect for cool-weather layering. The printed graphics bring a sense of joy and positivity that can't help but make you smile.",4 995,https://www.nike.com/in/t/sportswear-french-terry-pullover-hoodie-3sJg7R/DM4994-010
395,DQ4219-010,Nike Sportswear Air,Black/WhiteStyle,Men's Poly-Knit Trousers,"The Nike Air collection pays tribute to the legendary sneakers that helped shape the Swoosh brand over the decades. These knit trousers give you a comfy base to pair up with your favourite Air sneakers for a fresh, city-ready look.",4 095,https://www.nike.com/in/t/sportswear-air-poly-knit-trousers-q4jMFC/DQ4219-010
396,DM7824-696,Nike Yoga Dri-FIT,Light Crimson/Iron GreyStyle,Men's Tank,"The Nike Yoga Tank is made from lightweight knit fabric for a soft, smooth feel against your skin. Sweat-wicking technology helps keep you dry, so you can stay comfortable and focused on your practice. And it's mindfully made from at least 50% recycled polyester fibres.",2 595,https://www.nike.com/in/t/yoga-dri-fit-tank-GntZVk/DM7824-696
397,DR7756-010,"Nike ACG ""Hike Box""",BlackStyle,Men's T-Shirt,"This one's for the outdoor enthusiast who dreams of mountain trails and forest frolics even when they're stuck in traffic or behind a desk. When you pull this on, you'll know from the sweat-wicking fabric and roomy, movement-friendly fit that it's time to head into the great outdoors.",2 695,https://www.nike.com/in/t/acg-hike-box-t-shirt-2mnRrv/DR7756-010
398,DM1444-010,Jordan Flight Heritage '85,BlackStyle,Men's T-Shirt,"Take flight in this new graphic tee featuring custom artwork from Joe Perez. Made from structured cotton with a relaxed fit, it's made to wear all day long.",2 695,https://www.nike.com/in/t/jordan-flight-heritage-85-t-shirt-tmrT4w/DM1444-010
399,DN1998-415,Charlotte Hornets Icon Edition 2022/23,Rapid TealStyle,Jordan Dri-FIT NBA Swingman Jersey,"Every team has its true colours, an unmistakable identity that sets it apart from the rest of the league. Honouring a rich hoops heritage, this Charlotte Hornets jersey is inspired by what the pros wear on the hardwood, from squad details to lightweight, sweat-wicking mesh. It helps keep you dry and cool on or off the court while you rep your favourite player and the game you love.",5 995,https://www.nike.com/in/t/charlotte-hornets-icon-edition-2022-23-jordan-dri-fit-nba-swingman-jersey-lnJcXw/DN1998-415
400,DA4140-297,Nike Dri-FIT UV,Parachute BeigeStyle,Men's 27cm (approx.) Golf Chino Shorts,"From the course to the concrete and everywhere in between, the Nike Dri-FIT UV Chino Shorts keep your look fresh. Stretchy fabric and multiple pockets create a casual, comfortable fit that's built to perform at the highest levels of play.",3 295,https://www.nike.com/in/t/dri-fit-uv-27cm-golf-chino-shorts-lrFdWm/DA4140-297
401,DM6868-010,Nike Sportswear Sport Essentials+,Black/WhiteStyle,Men's Woven Windrunner Jacket,"More than a direct descendant, the Nike Sportswear Windrunner Windbreaker is made to look and feel just like the original Windrunner from 1978. It has a breathable mesh lining, ribbed cuffs and the iconic chevron on the chest. A mix of smooth and puffy printed logos elevates the look.",5 995,https://www.nike.com/in/t/sportswear-sport-essentials-woven-windrunner-jacket-fVbthw/DM6868-010
402,DN0693-455,Netherlands 2022/23 Stadium Away,Deep Royal Blue/Black/Habanero RedStyle,Men's Nike Dri-FIT Football Shirt,"Oranje pride is never done. Like other shirts from our Stadium collection, this one pairs replica design details with sweat-wicking fabric to give you a game-ready look inspired by your favourite team.",4 695,https://www.nike.com/in/t/netherlands-2022-23-stadium-away-dri-fit-football-shirt-bcZ7HB/DN0693-455
403,CV3153-010,NikeCourt Dri-FIT Victory,Black/Black/WhiteStyle,Men's Tennis Top,"Crafted from soft fabric with plenty of stretch, the NikeCourt Dri-FIT Victory Top keeps you comfortable and focused on the win.The updated design blends the feel of raglan sleeves with the look of traditional polo sleeves—providing more room to move.This product is made from 100% recycled polyester fibres.",1 995,https://www.nike.com/in/t/nikecourt-dri-fit-victory-tennis-top-Ss0Qls/CV3153-010
404,DR7910-100,Nike Sportswear,WhiteStyle,Men's All-over Print T-Shirt,"Designed with our classic fit and everyday cotton fabric, the Nike Sportswear T-Shirt has a soft, familiar feel perfect for everyday wear. All-over printed graphics bring energy to your look.",1 795,https://www.nike.com/in/t/sportswear-all-over-print-t-shirt-hTBCjK/DR7910-100
405,DX6306-010,Nike Dri-FIT Flex,BlackStyle,Men's Woven Training Shorts,"Get the most out of your workout in shorts built for dynamic moves. Flexible fabric powered by sweat-wicking technology helps keep you cool and comfortable while side-splits in the hem give you room to lunge and squat. A simple but functional design keeps distractions to a minimum, letting you focus on your training.",1 795,https://www.nike.com/in/t/dri-fit-flex-woven-training-shorts-G7984l/DX6306-010
406,DN4714-504,Los Angeles Lakers Courtside,Field Purple/Amarillo/Field Purple/AmarilloStyle,Men's Nike Dri-FIT NBA Shorts,"Take the court in the breathable comfort of these lightweight Los Angeles Lakers shorts. With squad colours and logo details on a loose-fitting design, they show your team allegiance while letting you move freely as you score baskets.",2 895,https://www.nike.com/in/t/los-angeles-lakers-courtside-dri-fit-nba-shorts-3bzDDx/DN4714-504
407,DH0892-113,Nike Dri-FIT Player,Coconut Milk/Brushed SilverStyle,Men's Striped Golf Polo,"A timeless essential remade for modern golf, the Nike Dri-FIT Player Polo blends the look and feel of a classic polo with the incredible performance of sweat-wicking fabric. Subtle stripes and elevated trim details—like chambray linings and pearlised buttons—finish the look.",3 995,https://www.nike.com/in/t/dri-fit-player-striped-golf-polo-cr4qRz/DH0892-113
408,DQ4281-247,Nike Sportswear Tech Pack,Khaki/Khaki/Flat Pewter/SandalwoodStyle,Men's Woven Utility Shorts,Lets face it,5 195,https://www.nike.com/in/t/sportswear-tech-pack-woven-utility-shorts-tftZW4/DQ4281-247
409,DM4614-011,Nike Dri-FIT ADV AeroSwift,Black/Black/Black/WhiteStyle,Men's Racing Tights,"Your hard work has got you to the starting line. Let the Nike Dri-FIT ADV AeroSwift Tights take you to the finish. Soft and smooth, with a lightweight, secure feel, these tights are geared to help you reach your personal best. This product is made with at least 75% recycled polyester fibres.",5 995,https://www.nike.com/in/t/dri-fit-adv-aeroswift-racing-tights-LCQF4V/DM4614-011
410,DN6148-291,Paris Saint-Germain,Plum Eclipse/BlackStyle,Men's Diamond Shorts,"Flex your PSG fandom and rep Jordan heritage with shorts inspired by an iconic design. They're made from stretchy fabric that's easy to move in, with framed-in mesh panels that nod to MJ's pro kit.",3 995,https://www.nike.com/in/t/paris-saint-germain-diamond-shorts-FNBkzN/DN6148-291
411,DN3956-222,Nike ACG Dri-FIT 'New Sands',Medium Olive/Pilgrim/KhakiStyle,Men's Shorts,"Stay dry next time you hit the summit in these shorts. They're made from lightweight, sweat-wicking fabric that helps you stay dry. Time to tighten up the soft waistband and hit the trails.",3 995,https://www.nike.com/in/t/acg-dri-fit-new-sands-shorts-31XCcV/DN3956-222
412,DA4090-010,Nike Dri-FIT UV,BlackStyle,Men's Standard Fit Golf Chino Trousers,"From the course to the concrete and everywhere in between, the Nike Dri-FIT UV Chino Trousers keep your look fresh. The stretchy design is slightly tapered from knee to hem, creating a tailored look that's built to perform.",4 295,https://www.nike.com/in/t/dri-fit-uv-standard-fit-golf-chino-trousers-dWb6pM/DA4090-010
413,DJ8563-472,Paris Saint-Germain,Aura/Aura/Aura/Midnight NavyStyle,Men's Nike Dri-FIT Pre-Match Football Top,The Paris Saint-Germain Top gives you the same look as your favourite players. Sweat-wicking technology is lightweight and breathable to help keep you dry while you're warming up for the match. This product is made from 100% recycled polyester fibres.,3 695,https://www.nike.com/in/t/paris-saint-germain-dri-fit-pre-match-football-top-mCtMjT/DJ8563-472
414,DN0618-740,Brazil 2022/23 Match Home,Dynamic Yellow/Green Spark/Paramount Blue/Paramount BlueStyle,Men's Nike Dri-FIT ADV Football Shirt,"Our ""garra"" is never done. Like other shirts from our Match collection, this one pairs authentic design details with lightweight, quick-drying fabric to help keep the world's biggest football stars cool and comfortable on the pitch.",7 995,https://www.nike.com/in/t/brazil-2022-23-match-home-dri-fit-adv-football-shirt-Kq7Brq/DN0618-740
415,DV9721-010,Nike Dri-FIT LeBron,BlackStyle,Men's Basketball T-Shirt,"Whether on the court or off, carry LeBron's motto of ""Strive for Greatness"" wherever you go. This soft, sweat-wicking tee has a relaxed feel so you can move comfortably while repping one of the best to ever play the game.",2 195,https://www.nike.com/in/t/dri-fit-lebron-basketball-t-shirt-HrSSLh/DV9721-010
416,DQ5665-010,Giannis,Black/Sail/Moon Fossil/SailStyle,Men's Lightweight Basketball Trousers,"He's a freak of nature, a champion and power to behold on the court. Celebrate those qualities of Giannis by suiting up in these lightweight trousers. We made these with soft fleece so you stay comfortable beyond the court. Plus, they have an all-over, embossed graphic celebrating the MVP.",4 295,https://www.nike.com/in/t/giannis-lightweight-basketball-trousers-N6Zb7X/DQ5665-010
417,DN3658-226,Jordan x Maison Château Rouge,Cinnamon/SailStyle,Men's Woven Trousers,"From Chicago to Paris and everywhere in between, these trousers let you rep the Jordan x MCR collab in crisp comfort. They feature an all-over print that tells a global story of youth connected through basketball culture. Front zips near the leg openings let you personalise the fit, rocking your bold look however feels best.",7 495,https://www.nike.com/in/t/jordan-maison-chateau-rouge-woven-trousers-DwRt6t/DN3658-226
418,DD8318-010,NikeCourt Dri-FIT Advantage,Black/WhiteStyle,Men's Tennis Top,"Stretchy and breathable, the NikeCourt Dri-FIT Advantage Top will soon be your go-to for fast, fierce matches. Thanks to a new hybrid neckline, you'll get the look of a V-neck with the comfort of a crew. This product is made from at least 75% recycled polyester fibres.",3 195,https://www.nike.com/in/t/nikecourt-dri-fit-advantage-tennis-top-BrZPL1/DD8318-010
419,SX7678-010,Nike Everyday Lightweight,Black/WhiteStyle,Training No-Show Socks (3 Pairs),Power through your workout with the Nike Everyday Lightweight Socks. Soft yarns with sweat-wicking technology help keep your feet comfortable and dry.,595,https://www.nike.com/in/t/everyday-lightweight-training-no-show-socks-K5cbcM/SX7678-010
420,DM6834-410,Nike Sportswear Sport Essentials,Midnight Navy/WhiteStyle,Men's Woven Unlined Utility Shorts,"The Nike Sportswear Sport Essentials Utility Shorts are all about adventure. A zip fly and snap closure provides a traditional cargo short feel. An elasticated waistband and internal drawcord ensure a comfortable, personalised fit. Snap-closed cargo pockets complete the look and provide additional storage to keep you ready for whatever comes next.",3 395,https://www.nike.com/in/t/sportswear-sport-essentials-woven-unlined-utility-shorts-mqth23/DM6834-410
